respondent_id,h1n1_vaccine,seasonal_vaccine
31252,0.5,0.2
31253,0.3,0.9
31254,0.3,0.4
31255,0.4,0.4
31256,0.1,0.3
31257,0.2,0.5
31258,0.1,0.2
31259,0.7,0.9
31260,0.1,0.1
31261,0.2,0.3
31262,0.9,0.9
31263,0.5,0.2
31264,0.1,0.1
31265,0.8,0.6
31266,0.1,0.1
31267,0.5,0.9
31268,0.8,0.9
31269,0.3,0.3
31270,0.4,0.6
31271,0.2,0.2
31272,0.8,0.8
31273,0.6,0.4
31274,0.4,0.7
31275,0.1,0.1
31276,0.1,0.9
31277,0.2,0.2
31278,0.3,0.4
31279,0.2,0.1
31280,0.2,0.8
31281,0.1,0.1
31282,0.4,0.6
31283,0.2,0.2
31284,0.2,0.2
31285,0.2,1.0
31286,0.6,0.7
31287,0.1,0.6
31288,0.2,0.2
31289,0.4,0.8
31290,0.1,0.1
31291,0.2,0.1
31292,0.1,0.9
31293,0.2,0.6
31294,0.9,0.9
31295,0.1,0.2
31296,0.7,0.5
31297,0.1,0.9
31298,0.2,0.9
31299,0.4,0.4
31300,0.5,0.8
31301,0.9,0.7
31302,0.2,0.6
31303,0.2,0.2
31304,0.1,0.4
31305,0.7,0.8
31306,0.5,0.8
31307,0.0,0.0
31308,0.7,0.5
31309,0.4,0.7
31310,0.6,0.6
31311,0.3,0.3
31312,0.5,0.8
31313,0.3,0.2
31314,0.5,0.5
31315,0.3,0.2
31316,0.2,0.2
31317,0.2,0.1
31318,0.2,0.5
31319,0.3,0.5
31320,0.1,0.9
31321,0.4,0.2
31322,0.8,0.9
31323,0.8,0.9
31324,0.3,0.2
31325,0.3,0.5
31326,0.9,0.9
31327,0.3,0.5
31328,1.0,1.0
31329,0.2,0.7
31330,0.1,0.1
31331,0.2,0.4
31332,0.9,0.9
31333,0.3,0.7
31334,0.7,0.2
31335,0.3,0.1
31336,0.2,0.4
31337,0.2,0.2
31338,0.1,0.1
31339,0.2,0.8
31340,0.3,0.2
31341,0.3,0.6
31342,0.3,0.3
31343,0.2,0.4
31344,0.8,0.5
31345,0.7,0.9
31346,0.5,0.6
31347,0.3,0.5
31348,0.8,0.7
31349,0.3,0.2
31350,0.4,0.9
31351,0.1,0.8
31352,0.1,0.2
31353,0.2,0.3
31354,0.1,0.8
31355,0.5,0.8
31356,0.3,0.4
31357,0.5,0.5
31358,0.1,0.2
31359,0.2,0.2
31360,0.2,0.2
31361,0.5,0.6
31362,0.1,0.3
31363,0.8,0.8
31364,0.4,0.4
31365,0.8,0.6
31366,0.3,0.1
31367,0.2,0.1
31368,0.3,0.5
31369,0.7,0.8
31370,0.1,0.2
31371,0.1,0.1
31372,0.9,0.8
31373,0.1,0.6
31374,0.4,0.2
31375,0.6,0.9
31376,0.4,0.8
31377,1.0,1.0
31378,0.2,0.3
31379,0.9,0.8
31380,0.7,0.5
31381,0.1,0.1
31382,0.3,0.6
31383,1.0,1.0
31384,0.9,0.9
31385,0.5,0.7
31386,0.7,0.7
31387,0.6,0.7
31388,0.8,0.3
31389,0.1,0.9
31390,0.2,0.7
31391,0.9,0.9
31392,0.5,0.8
31393,0.2,0.1
31394,0.7,0.5
31395,0.1,0.1
31396,0.9,0.8
31397,0.1,0.3
31398,0.4,0.3
31399,0.9,0.9
31400,1.0,0.9
31401,0.4,0.8
31402,0.4,0.7
31403,0.4,0.1
31404,0.1,0.1
31405,0.1,0.7
31406,0.2,0.6
31407,0.8,0.5
31408,0.3,0.2
31409,0.1,0.1
31410,0.3,0.3
31411,0.6,0.3
31412,0.2,0.6
31413,0.3,0.2
31414,0.2,0.1
31415,0.3,0.4
31416,0.4,0.6
31417,0.6,0.9
31418,0.1,0.1
31419,0.9,0.9
31420,0.1,0.1
31421,0.1,0.2
31422,0.2,0.1
31423,0.9,0.9
31424,0.1,0.5
31425,0.3,0.3
31426,0.5,0.8
31427,0.2,0.6
31428,0.3,0.8
31429,0.6,0.8
31430,0.4,0.6
31431,0.2,0.1
31432,0.1,0.1
31433,1.0,1.0
31434,0.8,0.6
31435,0.2,0.3
31436,0.6,0.6
31437,0.4,0.8
31438,0.3,0.3
31439,0.8,0.8
31440,0.4,0.8
31441,0.6,0.7
31442,0.9,0.8
31443,0.1,0.1
31444,0.1,0.2
31445,0.2,0.3
31446,0.8,0.9
31447,0.7,0.7
31448,1.0,1.0
31449,0.1,0.1
31450,0.6,0.9
31451,0.6,0.8
31452,0.5,0.2
31453,0.4,0.3
31454,0.9,0.9
31455,0.2,0.9
31456,0.2,0.5
31457,0.4,0.2
31458,0.5,0.6
31459,0.2,0.1
31460,0.1,0.1
31461,0.1,0.5
31462,0.4,0.9
31463,0.2,0.8
31464,0.2,0.4
31465,0.9,0.9
31466,0.1,0.2
31467,0.7,0.9
31468,0.4,0.5
31469,0.8,0.6
31470,0.2,0.8
31471,0.2,0.7
31472,0.7,0.8
31473,0.8,0.9
31474,0.7,0.8
31475,0.7,0.8
31476,0.1,0.1
31477,0.2,0.2
31478,0.1,0.2
31479,0.6,0.9
31480,0.1,0.1
31481,0.3,0.6
31482,0.4,0.9
31483,0.3,0.2
31484,0.1,0.0
31485,0.1,0.1
31486,0.4,0.6
31487,0.9,0.8
31488,0.1,0.2
31489,0.9,0.9
31490,0.8,0.9
31491,0.8,0.8
31492,0.5,0.3
31493,0.1,0.2
31494,0.2,0.1
31495,0.2,0.7
31496,0.4,0.7
31497,0.1,0.1
31498,0.3,0.3
31499,0.4,0.5
31500,0.9,1.0
31501,0.2,0.7
31502,0.1,0.3
31503,0.2,0.1
31504,0.5,0.7
31505,0.9,0.9
31506,0.4,0.3
31507,0.3,0.7
31508,0.5,0.6
31509,0.2,0.9
31510,0.4,0.7
31511,0.2,0.4
31512,0.5,0.4
31513,0.5,0.5
31514,0.9,0.8
31515,0.5,0.5
31516,0.2,0.2
31517,0.7,0.6
31518,0.3,0.8
31519,0.3,0.7
31520,0.2,0.7
31521,0.2,0.9
31522,0.9,0.9
31523,0.5,0.6
31524,0.1,0.1
31525,0.8,0.9
31526,0.7,0.9
31527,0.2,0.5
31528,0.4,0.5
31529,0.4,0.5
31530,0.2,0.3
31531,0.5,0.4
31532,0.2,0.2
31533,1.0,0.9
31534,0.3,0.2
31535,0.5,0.7
31536,0.2,0.9
31537,0.0,0.1
31538,0.2,0.2
31539,0.9,0.8
31540,0.3,0.6
31541,0.2,0.4
31542,0.4,0.4
31543,0.3,0.4
31544,0.8,0.8
31545,0.2,0.5
31546,0.1,0.1
31547,0.9,0.9
31548,0.3,0.3
31549,0.6,0.9
31550,0.2,0.2
31551,0.7,0.7
31552,0.1,1.0
31553,0.4,0.4
31554,0.2,0.1
31555,0.8,0.8
31556,0.7,0.6
31557,0.0,0.1
31558,0.4,0.3
31559,0.7,0.8
31560,0.9,0.8
31561,0.1,0.1
31562,0.1,0.0
31563,0.1,0.1
31564,0.4,0.6
31565,0.3,0.9
31566,0.4,0.3
31567,0.3,0.3
31568,0.2,0.9
31569,0.0,0.1
31570,0.7,0.8
31571,0.2,0.5
31572,0.1,0.2
31573,0.4,0.2
31574,0.7,0.8
31575,0.4,0.5
31576,0.4,0.8
31577,0.2,0.4
31578,0.4,0.9
31579,0.2,0.3
31580,0.6,0.8
31581,0.8,0.9
31582,0.3,0.4
31583,0.6,0.9
31584,0.3,0.4
31585,0.2,0.2
31586,0.0,0.1
31587,0.5,0.7
31588,0.5,0.6
31589,0.1,0.1
31590,0.7,0.2
31591,0.3,0.3
31592,0.4,0.1
31593,0.4,0.5
31594,0.1,0.5
31595,0.3,0.2
31596,0.9,0.8
31597,0.2,0.7
31598,0.7,0.8
31599,0.6,0.9
31600,0.3,0.6
31601,0.4,0.8
31602,0.1,0.1
31603,0.2,0.5
31604,0.2,0.4
31605,0.2,0.3
31606,0.1,0.3
31607,0.4,0.3
31608,0.5,0.5
31609,0.1,0.2
31610,0.1,0.1
31611,0.2,0.6
31612,0.5,0.4
31613,0.1,0.0
31614,0.1,0.1
31615,0.3,0.3
31616,0.2,0.4
31617,0.7,0.8
31618,0.4,0.3
31619,0.7,0.4
31620,0.0,0.1
31621,0.1,0.0
31622,0.8,0.8
31623,0.3,0.2
31624,0.1,0.0
31625,0.2,0.8
31626,0.4,0.6
31627,0.2,0.1
31628,0.3,0.8
31629,0.7,0.3
31630,0.2,0.9
31631,0.1,0.1
31632,0.6,0.5
31633,0.4,0.2
31634,0.1,0.6
31635,0.5,0.2
31636,0.7,0.7
31637,0.1,0.2
31638,0.6,0.9
31639,0.4,0.7
31640,0.2,0.2
31641,0.9,0.9
31642,0.8,0.9
31643,0.4,0.3
31644,0.3,0.7
31645,0.0,0.1
31646,0.1,0.8
31647,0.6,0.9
31648,0.4,0.5
31649,0.8,0.9
31650,0.6,0.3
31651,0.9,0.9
31652,0.9,0.8
31653,0.3,0.3
31654,0.1,0.0
31655,0.2,0.2
31656,0.3,0.7
31657,0.2,0.4
31658,0.3,0.3
31659,0.4,0.8
31660,0.9,0.9
31661,0.7,0.9
31662,0.2,0.1
31663,0.8,0.7
31664,0.8,0.9
31665,0.1,0.9
31666,0.4,0.8
31667,0.3,0.2
31668,0.1,0.1
31669,0.2,0.2
31670,0.7,0.9
31671,0.2,0.4
31672,0.1,0.1
31673,0.3,0.7
31674,0.4,0.7
31675,0.7,0.4
31676,0.2,0.4
31677,0.2,0.4
31678,0.9,0.9
31679,0.5,0.8
31680,0.2,0.9
31681,0.0,0.1
31682,0.1,0.6
31683,0.2,0.1
31684,0.2,0.1
31685,0.5,0.5
31686,0.5,0.1
31687,0.2,0.4
31688,0.1,0.1
31689,0.2,0.9
31690,0.3,0.5
31691,0.3,0.7
31692,0.1,0.4
31693,0.1,0.2
31694,0.5,0.9
31695,0.5,0.6
31696,0.2,0.2
31697,0.9,0.8
31698,0.3,0.1
31699,0.3,0.8
31700,0.3,0.4
31701,0.4,0.9
31702,0.1,0.9
31703,0.1,0.1
31704,0.9,0.8
31705,0.2,0.5
31706,0.3,0.8
31707,0.8,0.8
31708,0.4,0.6
31709,0.9,0.8
31710,0.7,0.7
31711,0.4,0.5
31712,0.3,0.7
31713,0.1,0.1
31714,0.2,0.5
31715,0.8,0.9
31716,0.1,0.2
31717,0.3,0.7
31718,0.5,0.3
31719,0.3,0.3
31720,0.5,0.8
31721,0.0,0.1
31722,0.5,0.9
31723,0.3,0.4
31724,0.8,0.4
31725,0.0,0.1
31726,0.1,0.1
31727,0.4,0.4
31728,0.2,0.8
31729,0.3,0.2
31730,0.7,0.9
31731,0.0,0.2
31732,0.5,0.4
31733,0.8,0.7
31734,0.2,0.4
31735,0.4,0.6
31736,0.1,0.4
31737,0.3,0.2
31738,0.5,0.6
31739,0.2,0.9
31740,0.5,0.5
31741,0.2,0.3
31742,0.8,0.9
31743,0.5,0.4
31744,0.5,0.5
31745,0.3,0.3
31746,0.2,0.2
31747,0.3,0.5
31748,0.1,0.1
31749,0.2,0.9
31750,0.2,0.5
31751,0.2,0.1
31752,0.0,0.1
31753,0.2,1.0
31754,0.3,0.8
31755,0.1,0.1
31756,0.4,0.9
31757,0.6,0.8
31758,0.9,0.9
31759,0.2,0.2
31760,0.3,0.3
31761,0.5,0.5
31762,0.3,0.4
31763,0.9,0.4
31764,0.1,0.3
31765,0.5,0.7
31766,0.5,0.3
31767,0.7,0.9
31768,0.1,0.1
31769,0.3,0.1
31770,0.5,0.7
31771,0.5,0.3
31772,0.6,0.8
31773,0.1,0.5
31774,0.2,0.5
31775,0.2,0.9
31776,0.9,0.8
31777,0.2,0.3
31778,0.2,0.2
31779,0.0,0.1
31780,0.2,0.6
31781,0.2,0.1
31782,0.4,0.6
31783,0.4,0.4
31784,0.2,0.2
31785,0.4,0.2
31786,0.2,0.1
31787,0.3,0.4
31788,0.2,0.6
31789,0.2,0.6
31790,0.4,0.2
31791,0.1,0.1
31792,0.2,0.4
31793,0.1,0.3
31794,0.4,0.7
31795,0.5,0.2
31796,0.4,0.4
31797,0.7,0.8
31798,0.6,0.7
31799,0.0,0.0
31800,0.4,0.3
31801,0.7,0.8
31802,0.9,1.0
31803,0.5,0.9
31804,0.1,0.1
31805,0.3,0.2
31806,0.2,0.1
31807,0.9,0.8
31808,0.1,0.8
31809,0.7,0.4
31810,0.1,0.1
31811,0.8,0.2
31812,0.2,1.0
31813,0.6,0.7
31814,0.6,0.4
31815,0.5,0.5
31816,0.4,0.8
31817,0.2,0.1
31818,0.9,0.9
31819,0.1,0.2
31820,0.3,0.2
31821,0.3,0.3
31822,0.7,0.8
31823,0.5,0.6
31824,0.6,0.9
31825,0.4,0.5
31826,0.3,0.6
31827,0.8,0.3
31828,0.3,0.5
31829,0.1,0.1
31830,0.3,0.4
31831,0.2,0.8
31832,0.3,0.7
31833,0.1,0.7
31834,0.3,0.6
31835,0.1,0.1
31836,0.1,0.0
31837,0.9,0.9
31838,0.6,0.8
31839,0.2,0.2
31840,0.1,0.2
31841,0.2,0.2
31842,0.3,0.3
31843,0.8,0.8
31844,0.6,0.9
31845,0.7,0.7
31846,0.8,0.9
31847,0.1,0.7
31848,0.2,0.1
31849,0.1,0.1
31850,0.1,0.1
31851,0.2,0.1
31852,0.4,0.2
31853,0.8,0.8
31854,0.9,0.9
31855,0.9,1.0
31856,0.1,0.1
31857,0.3,0.8
31858,0.2,0.5
31859,0.7,0.8
31860,0.5,0.5
31861,0.1,0.1
31862,0.1,0.1
31863,0.6,0.7
31864,0.1,0.5
31865,0.2,0.7
31866,0.3,0.2
31867,0.3,0.5
31868,0.1,0.0
31869,0.1,0.2
31870,0.1,0.1
31871,0.9,0.9
31872,0.3,0.2
31873,0.4,0.3
31874,0.3,0.2
31875,0.5,0.5
31876,0.2,0.2
31877,0.2,0.1
31878,0.2,0.9
31879,0.5,0.7
31880,0.2,0.2
31881,0.8,0.5
31882,0.0,0.1
31883,0.3,0.5
31884,0.2,0.1
31885,0.5,0.8
31886,0.3,0.2
31887,0.1,0.1
31888,0.2,0.3
31889,0.3,0.9
31890,0.6,0.2
31891,0.1,0.1
31892,0.7,0.8
31893,0.5,0.8
31894,0.8,0.9
31895,0.2,0.2
31896,0.5,0.8
31897,0.6,0.9
31898,0.4,0.2
31899,0.6,0.6
31900,0.7,0.4
31901,0.3,0.4
31902,0.3,0.2
31903,0.7,0.5
31904,0.2,0.2
31905,0.1,0.1
31906,0.1,0.2
31907,0.2,0.7
31908,0.1,0.1
31909,0.2,0.4
31910,0.0,0.6
31911,0.1,1.0
31912,0.5,0.6
31913,0.3,0.5
31914,0.5,0.9
31915,0.2,0.8
31916,0.1,0.8
31917,0.5,0.2
31918,0.2,0.9
31919,0.8,0.5
31920,0.1,1.0
31921,0.2,0.5
31922,0.1,0.1
31923,0.1,0.2
31924,0.3,0.3
31925,0.3,0.9
31926,0.0,0.1
31927,0.2,0.4
31928,0.4,0.9
31929,0.3,0.3
31930,0.4,0.4
31931,0.3,0.9
31932,0.2,0.2
31933,0.8,0.2
31934,0.3,0.3
31935,0.8,0.9
31936,0.2,0.2
31937,0.3,0.4
31938,0.8,0.6
31939,0.0,0.1
31940,0.2,0.1
31941,0.1,0.6
31942,0.0,0.1
31943,0.1,0.2
31944,0.3,0.8
31945,0.4,0.5
31946,0.2,0.1
31947,0.1,0.2
31948,0.2,0.9
31949,0.1,0.2
31950,0.1,0.3
31951,0.7,0.4
31952,0.1,0.4
31953,0.1,0.3
31954,0.7,0.8
31955,0.2,0.3
31956,0.2,0.1
31957,0.6,0.8
31958,0.1,0.0
31959,0.2,0.1
31960,0.1,0.3
31961,0.1,0.1
31962,0.3,0.4
31963,0.8,0.9
31964,0.2,0.1
31965,0.1,0.9
31966,0.4,0.3
31967,0.1,0.1
31968,0.8,0.3
31969,0.6,0.6
31970,0.6,0.6
31971,0.4,0.6
31972,0.2,0.2
31973,0.2,0.2
31974,0.1,0.1
31975,0.0,0.1
31976,0.2,0.2
31977,0.0,0.1
31978,0.4,0.4
31979,0.1,0.1
31980,0.5,0.8
31981,0.5,0.4
31982,0.2,0.2
31983,0.6,0.4
31984,0.1,0.0
31985,0.1,0.2
31986,0.7,0.9
31987,0.2,0.5
31988,0.8,0.8
31989,0.3,0.9
31990,0.0,0.9
31991,0.7,0.7
31992,0.3,0.1
31993,0.7,0.6
31994,0.3,0.2
31995,0.7,0.6
31996,0.2,0.2
31997,0.2,0.9
31998,0.0,0.3
31999,0.1,0.1
32000,0.7,0.9
32001,0.4,0.5
32002,0.7,0.5
32003,0.4,0.5
32004,0.6,0.8
32005,0.1,0.1
32006,0.3,0.7
32007,0.8,0.9
32008,0.2,0.1
32009,0.1,0.2
32010,0.4,0.3
32011,0.3,0.9
32012,0.3,0.9
32013,0.6,0.9
32014,0.2,0.3
32015,0.3,0.2
32016,0.8,0.8
32017,0.1,0.1
32018,0.2,0.1
32019,0.6,0.7
32020,0.7,0.7
32021,0.1,0.2
32022,0.6,0.5
32023,0.2,0.7
32024,0.5,0.2
32025,0.8,0.5
32026,0.4,0.4
32027,0.2,1.0
32028,0.9,0.9
32029,0.1,0.1
32030,0.6,0.6
32031,0.1,0.1
32032,0.8,0.3
32033,0.0,0.1
32034,0.2,0.6
32035,0.3,0.1
32036,0.5,0.8
32037,0.3,0.7
32038,0.5,0.7
32039,0.7,0.4
32040,0.5,0.9
32041,0.9,1.0
32042,0.3,0.6
32043,0.7,0.7
32044,0.1,0.1
32045,0.3,0.9
32046,0.4,0.4
32047,1.0,0.9
32048,0.3,0.5
32049,0.0,0.2
32050,0.7,0.6
32051,0.2,0.7
32052,0.7,0.8
32053,0.0,0.0
32054,0.3,0.4
32055,0.2,0.4
32056,0.2,0.3
32057,0.1,0.0
32058,0.1,0.2
32059,0.3,0.7
32060,0.2,0.9
32061,0.3,0.1
32062,0.2,0.1
32063,0.1,0.8
32064,0.1,0.1
32065,0.3,0.4
32066,0.2,0.2
32067,0.1,0.0
32068,0.1,0.3
32069,0.9,0.9
32070,0.9,1.0
32071,0.7,0.6
32072,0.8,0.9
32073,0.1,0.1
32074,0.1,0.3
32075,0.1,0.1
32076,0.1,0.8
32077,0.2,0.3
32078,0.1,0.1
32079,0.1,0.1
32080,0.1,0.1
32081,0.7,0.8
32082,0.1,0.1
32083,0.3,0.2
32084,0.2,0.7
32085,0.2,0.7
32086,0.9,0.8
32087,0.2,0.9
32088,0.2,0.7
32089,0.6,0.9
32090,0.0,0.7
32091,0.4,0.2
32092,0.3,0.2
32093,0.1,0.3
32094,0.4,0.3
32095,0.9,0.8
32096,0.4,0.9
32097,0.5,0.4
32098,0.1,0.1
32099,0.3,0.3
32100,0.2,0.3
32101,0.8,0.8
32102,0.1,0.2
32103,0.2,0.6
32104,0.0,0.4
32105,0.4,0.8
32106,0.6,0.6
32107,0.3,0.3
32108,0.3,0.2
32109,0.3,0.3
32110,0.2,0.4
32111,0.2,0.2
32112,0.9,0.7
32113,0.2,0.4
32114,0.8,0.6
32115,0.2,0.2
32116,0.1,0.0
32117,0.6,0.9
32118,0.2,0.6
32119,0.6,0.7
32120,0.6,0.9
32121,0.8,0.7
32122,0.4,0.7
32123,0.1,0.4
32124,0.2,1.0
32125,0.0,0.1
32126,0.9,0.9
32127,0.5,0.4
32128,0.6,0.6
32129,0.1,0.1
32130,0.8,0.5
32131,1.0,1.0
32132,0.1,0.9
32133,0.1,0.1
32134,0.2,0.9
32135,0.3,0.5
32136,0.4,0.3
32137,0.3,0.8
32138,0.3,0.7
32139,0.2,0.3
32140,0.7,0.2
32141,0.2,0.3
32142,0.3,0.9
32143,0.2,0.5
32144,0.5,0.3
32145,0.2,0.4
32146,0.1,0.0
32147,0.1,0.2
32148,0.7,0.9
32149,0.1,0.5
32150,0.2,0.9
32151,0.0,0.1
32152,0.3,0.7
32153,0.2,0.5
32154,0.1,0.0
32155,0.1,0.4
32156,0.1,0.1
32157,0.1,0.1
32158,0.1,0.7
32159,0.9,0.9
32160,0.3,0.2
32161,0.6,0.1
32162,0.2,0.3
32163,0.2,0.3
32164,0.4,0.2
32165,0.4,0.8
32166,0.4,0.3
32167,0.2,0.5
32168,0.3,0.2
32169,0.1,0.4
32170,0.8,0.8
32171,0.1,0.7
32172,0.9,1.0
32173,0.2,0.4
32174,0.2,0.2
32175,0.4,0.9
32176,0.9,0.9
32177,0.2,0.5
32178,0.2,0.2
32179,0.3,0.7
32180,0.2,0.3
32181,0.2,0.1
32182,0.3,0.3
32183,0.6,0.9
32184,0.3,0.2
32185,0.6,0.4
32186,0.3,0.4
32187,0.5,0.6
32188,0.4,0.2
32189,0.7,0.8
32190,0.6,0.7
32191,0.2,0.2
32192,0.1,0.3
32193,0.2,0.4
32194,0.1,0.1
32195,0.3,0.3
32196,0.5,0.5
32197,0.0,0.1
32198,0.7,0.7
32199,0.7,0.9
32200,0.5,0.3
32201,0.4,0.2
32202,0.1,0.9
32203,0.4,0.9
32204,0.4,0.7
32205,0.2,0.8
32206,0.3,0.9
32207,0.9,0.8
32208,0.2,0.2
32209,0.1,0.3
32210,0.1,0.8
32211,0.1,0.1
32212,0.0,0.4
32213,0.1,0.1
32214,0.2,0.2
32215,0.5,0.4
32216,0.9,0.9
32217,0.2,0.3
32218,0.2,0.8
32219,0.2,0.2
32220,0.9,0.7
32221,0.7,0.7
32222,0.1,0.1
32223,0.7,0.8
32224,0.7,0.7
32225,0.5,0.5
32226,0.5,0.9
32227,0.3,0.4
32228,0.8,0.7
32229,0.1,0.3
32230,0.1,0.1
32231,0.7,0.8
32232,0.6,0.6
32233,0.1,0.6
32234,0.1,0.5
32235,0.6,0.9
32236,0.2,1.0
32237,0.9,0.9
32238,0.1,0.1
32239,0.1,0.1
32240,0.1,0.3
32241,0.9,0.8
32242,0.2,0.5
32243,0.4,0.3
32244,0.1,0.1
32245,0.5,0.7
32246,0.7,0.6
32247,0.2,0.7
32248,0.6,0.8
32249,0.2,0.3
32250,0.1,0.3
32251,0.3,0.3
32252,0.6,0.6
32253,0.1,0.2
32254,0.1,0.1
32255,0.2,0.5
32256,0.5,0.4
32257,0.2,0.7
32258,0.2,0.2
32259,0.2,0.6
32260,0.2,0.4
32261,0.3,0.3
32262,0.3,0.1
32263,0.3,0.5
32264,0.2,0.3
32265,0.5,0.7
32266,0.1,0.2
32267,0.2,0.3
32268,0.2,0.2
32269,0.7,0.7
32270,0.8,0.6
32271,0.7,0.8
32272,0.1,0.3
32273,0.3,0.4
32274,0.4,0.8
32275,0.2,0.8
32276,0.4,0.1
32277,0.2,0.3
32278,0.2,0.5
32279,0.1,0.1
32280,0.3,0.1
32281,0.9,0.9
32282,0.4,0.1
32283,0.3,0.7
32284,0.8,0.8
32285,0.4,0.5
32286,0.5,0.7
32287,0.2,0.4
32288,0.4,0.7
32289,0.7,0.9
32290,0.1,0.1
32291,0.2,0.3
32292,0.4,0.4
32293,0.6,0.9
32294,0.5,0.4
32295,0.3,0.4
32296,0.4,0.7
32297,0.5,0.8
32298,0.0,0.1
32299,0.2,0.3
32300,0.0,0.1
32301,0.2,0.5
32302,0.2,0.2
32303,0.7,0.5
32304,0.2,0.5
32305,0.3,0.4
32306,0.7,0.7
32307,0.2,0.3
32308,0.6,0.8
32309,0.5,0.6
32310,0.7,0.7
32311,0.2,0.4
32312,0.6,0.5
32313,0.1,0.1
32314,0.2,0.6
32315,0.2,0.3
32316,0.1,0.9
32317,0.2,0.4
32318,0.2,0.6
32319,0.5,0.9
32320,0.0,0.0
32321,0.5,0.5
32322,0.1,0.1
32323,0.9,0.8
32324,0.6,0.8
32325,0.3,0.3
32326,0.5,0.2
32327,0.1,0.2
32328,0.0,0.1
32329,0.4,0.7
32330,0.2,0.5
32331,0.2,0.6
32332,0.1,0.1
32333,0.0,0.1
32334,0.2,0.4
32335,0.1,0.1
32336,0.2,0.2
32337,0.3,0.2
32338,0.4,0.6
32339,0.6,0.5
32340,0.4,0.6
32341,0.7,0.6
32342,0.1,0.6
32343,0.8,0.9
32344,0.9,0.9
32345,0.3,0.4
32346,0.2,0.1
32347,0.4,0.6
32348,0.3,0.9
32349,0.5,0.7
32350,0.3,0.8
32351,0.9,0.9
32352,0.0,0.0
32353,0.1,0.1
32354,0.3,0.3
32355,0.3,0.6
32356,0.4,0.5
32357,0.6,0.7
32358,0.5,0.9
32359,0.8,0.7
32360,0.5,0.8
32361,0.1,0.8
32362,0.2,0.3
32363,0.0,0.9
32364,0.3,0.1
32365,0.2,0.3
32366,0.7,0.4
32367,0.6,0.9
32368,0.3,0.8
32369,0.4,0.6
32370,0.1,0.4
32371,0.2,0.3
32372,0.2,0.1
32373,0.2,0.3
32374,0.3,0.2
32375,0.4,0.7
32376,0.2,0.2
32377,0.1,0.7
32378,0.3,0.5
32379,0.2,0.5
32380,0.4,0.6
32381,0.1,0.3
32382,0.4,0.3
32383,0.3,0.8
32384,0.2,0.2
32385,0.1,0.1
32386,0.3,0.6
32387,0.7,0.4
32388,0.2,0.2
32389,0.0,0.1
32390,0.1,0.6
32391,0.5,0.8
32392,0.2,0.8
32393,0.9,0.8
32394,0.2,0.2
32395,0.3,0.8
32396,0.2,0.2
32397,0.2,0.4
32398,0.3,0.5
32399,0.8,0.7
32400,0.7,0.6
32401,0.3,0.8
32402,0.1,0.2
32403,0.2,0.9
32404,0.1,0.2
32405,0.3,0.9
32406,0.6,0.4
32407,0.3,0.2
32408,0.3,0.7
32409,0.3,0.7
32410,0.4,0.8
32411,0.3,0.3
32412,0.1,0.1
32413,0.3,0.4
32414,0.3,0.9
32415,0.1,0.2
32416,0.8,0.9
32417,0.4,0.7
32418,0.2,0.2
32419,0.2,0.1
32420,0.7,0.4
32421,0.1,0.5
32422,0.1,0.1
32423,0.3,0.7
32424,0.6,0.5
32425,0.9,0.7
32426,0.1,0.1
32427,0.4,0.3
32428,0.3,0.4
32429,0.6,0.9
32430,0.1,0.2
32431,0.9,0.9
32432,0.3,0.2
32433,0.7,0.2
32434,0.2,0.5
32435,0.4,0.9
32436,0.2,0.6
32437,0.2,0.1
32438,0.2,0.1
32439,0.5,0.7
32440,0.2,0.6
32441,0.5,0.6
32442,0.2,0.6
32443,0.2,0.7
32444,0.9,0.8
32445,0.2,0.2
32446,0.6,0.9
32447,0.2,0.3
32448,0.3,0.5
32449,0.1,0.1
32450,0.8,0.8
32451,0.1,0.3
32452,0.1,0.2
32453,0.7,0.2
32454,0.7,0.7
32455,0.3,0.3
32456,0.1,0.1
32457,0.1,0.5
32458,0.5,0.4
32459,0.1,0.2
32460,0.3,0.9
32461,0.1,0.1
32462,0.1,0.8
32463,0.7,0.8
32464,0.4,0.7
32465,0.1,0.9
32466,0.2,0.2
32467,0.2,0.2
32468,0.1,0.1
32469,0.3,0.7
32470,0.1,0.4
32471,0.2,0.4
32472,0.4,0.5
32473,0.1,0.1
32474,0.1,0.1
32475,0.5,1.0
32476,0.1,0.2
32477,0.1,0.2
32478,0.4,0.7
32479,0.0,0.4
32480,0.4,0.1
32481,0.5,0.3
32482,0.4,0.9
32483,0.4,0.7
32484,0.7,0.8
32485,0.1,0.1
32486,0.1,0.1
32487,0.6,0.5
32488,0.4,0.4
32489,0.5,0.6
32490,0.4,0.9
32491,0.8,1.0
32492,0.4,0.6
32493,0.1,0.1
32494,0.3,0.9
32495,0.6,0.7
32496,0.3,0.3
32497,0.3,0.4
32498,0.8,0.7
32499,0.1,0.1
32500,0.1,0.1
32501,0.9,0.9
32502,0.8,0.6
32503,0.2,0.3
32504,0.7,0.7
32505,0.0,0.7
32506,0.8,0.8
32507,0.1,0.2
32508,0.6,0.6
32509,0.2,0.6
32510,0.5,0.9
32511,0.6,0.4
32512,0.3,0.4
32513,0.8,0.7
32514,0.2,0.4
32515,0.6,0.1
32516,0.5,0.6
32517,0.2,0.2
32518,0.7,0.7
32519,0.5,0.8
32520,0.1,0.1
32521,0.1,0.1
